Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit
2024-11-05 00:00:00,South,Headphones,Frank,4,1662,Accessories,6648,4153.814033,2494.185967
2024-06-11 00:00:00,North,Smartwatch,Bob,5,,Accessories,,,
2024-07-26 00:00:00,South,Smartwatch,Hannah,9,1197,Accessories,10773,7009.024855,3763.975145
2024-06-17 00:00:00,West,Monitor,Hannah,17,1314,Office,22338,13512.5482,8825.451799
2024-06-09 00:00:00,North,Mobile,Frank,3,423,Electronics,1269,1082.445328,186.5546715
2024-03-08 00:00:00,South,Smartwatch,Hannah,16,1110,Accessories,17760,13736.93649,4023.063512
2024-10-15 00:00:00,North,Smartwatch,Charlie,5,1270,Accessories,6350,5508.623798,841.3762023
2024-10-03 00:00:00,East,Tablet,David,16,1890,Electronics,30240,22540.18309,7699.816909
2024-10-30 00:00:00,South,Tablet,Hannah,3,383,Electronics,1149,1008.758035,140.2419646
2024-05-14 00:00:00,West,Camera,David,15,312,Electronics,4680,3304.976334,1375.023666
2024-07-13 00:00:00,South,Monitor,Frank,3,1758,Office,5274,4310.738712,963.2612879
2024-05-07 00:00:00,North,Mobile,Grace,14,1841,Electronics,25774,17791.68789,7982.312113
2024-02-02 00:00:00,North,Monitor,Alice,16,1028,Office,16448,9874.541985,6573.458015
2024-06-24 00:00:00,South,Laptop,Alice,17,851,Electronics,14467,10328.32925,4138.670746
2024-01-22 00:00:00,West,Printer,Grace,18,1517,Office,27306,22427.22753,4878.77247
2024-08-25 00:00:00,West,Mobile,Grace,18,438,Electronics,7884,5085.237189,2798.762811
2024-06-06 00:00:00,West,Mobile,Grace,14,1921,Electronics,26894,20209.24376,6684.756236
2024-02-07 00:00:00,North,Headphones,Bob,18,1145,Accessories,20610,13678.78374,6931.216259
2024-08-17 00:00:00,South,Monitor,Alice,15,,Office,,,
2024-12-30 00:00:00,East,MOBLIE,Grace,15,1992,Electronics,29880,23462.83957,6417.160434
2024-02-20 00:00:00,North,Headphones,Bob,6,204,Accessories,1224,1083.962511,140.0374891
2024-09-20 00:00:00,West,Mobile,Eva,15,1589,Electronics,23835,16522.69052,7312.309484
2024-10-09 00:00:00,South,Mobile,Hannah,18,1582,Electronics,28476,22045.94094,6430.059057
2024-01-27 00:00:00,West,Mobile,Bob,4,1555,Electronics,6220,5511.423884,708.5761158
2024-08-13 00:00:00,East,Smartwatch,Alice,8,869,Accessories,6952,5527.848075,1424.151925
2024-10-03 00:00:00,West,Monitor,Frank,15,815,Office,12225,9803.643036,2421.356964
2024-10-12 00:00:00,West,Printer,Eva,3,1945,Office,5835,3814.214359,2020.785641
2024-04-06 00:00:00,East,Printer,Alice,15,1897,Office,28455,21278.16252,7176.837476
2024-10-10 00:00:00,South,Headphones,Hannah,13,1742,Accessories,22646,16081.48677,6564.513233
2024-11-12 00:00:00,North,Mobile,Bob,9,862,Electronics,7758,5750.904978,2007.095022
2024-10-30 00:00:00,South,,Charlie,2,1344,Office,2688,2258.586551,429.4134488
2024-05-26 00:00:00,East,Tablet,,8,478,Electronics,3824,2822.913879,1001.086121
2024-01-04 00:00:00,West,Monitor,Hannah,17,1345,Office,22865,14150.12423,8714.875772
2024-02-04 00:00:00,South,Printer,Alice,13,1381,Office,17953,15648.95683,2304.043167
2024-07-10 00:00:00,North,Camera,Grace,1,812,Electronics,812,619.9171502,192.0828498
2024-02-18 00:00:00,East,Monitor,Bob,2,1490,Office,2980,2614.497957,365.5020435
2024-01-17 00:00:00,South,Camera,Grace,15,1893,Electronics,28395,21912.60191,6482.398089
2024-06-20 00:00:00,North,Printer,Grace,12,1472,Office,17664,10967.41677,6696.583234
2024-08-07 00:00:00,East,Tablet,Grace,14,324,Electronics,4536,3473.944671,1062.055329
2024-06-06 00:00:00,North,Camera,Grace,2,1837,Electronics,3674,2838.979451,835.0205486
2024-02-15 00:00:00,East,Smartwatch,Grace,18,837,Accessories,15066,10008.37339,5057.626613
2024-01-06 00:00:00,West,Printer,Eva,7,335,Office,2345,1738.368961,606.6310393
2024-04-08 00:00:00,South,Smartwatch,Alice,6,282,Accessories,1692,1248.412511,443.5874886
2024-08-20 00:00:00,North,Printer,Hannah,14,811,Office,11354,8934.040739,2419.959261
2024-02-06 00:00:00,East,Laptop,Alice,8,1992,Electronics,15936,10802.76308,5133.236917
2024-10-06 00:00:00,North,Laptop,Hannah,2,1881,Electronics,3762,2913.761264,848.2387355
2024-12-14 00:00:00,,Laptop,David,17,543,Electronics,9231,6205.868492,3025.131508
2024-10-28 00:00:00,South,Camera,Bob,5,1988,Electronics,9940,7295.299802,2644.700198
2024-06-29 00:00:00,West,Smartwatch,Charlie,14,722,Accessories,10108,6436.892763,3671.107237
2024-04-04 00:00:00,North,Smartwatch,Eva,3,1129,Accessories,3387,2070.101087,1316.898913
2024-04-08 00:00:00,,Smartwatch,Bob,5,1359,Accessories,6795,4730.517223,2064.482777
2024-07-06 00:00:00,East,Tablet,Eva,16,1250,Electronics,20000,13647.4305,6352.569496
2024-04-25 00:00:00,West,Smartwatch,Hannah,18,1227,Accessories,22086,15947.87597,6138.124034
2024-07-09 00:00:00,East,Tablet,Alice,17,848,Electronics,14416,12809.98243,1606.017565
2024-09-09 00:00:00,West,Laptop,Grace,11,1603,Electronics,17633,13342.34075,4290.659254
2024-06-09 00:00:00,East,Laptop,David,17,254,Electronics,4318,3307.385105,1010.614895
2024-09-12 00:00:00,South,Camera,David,16,356,Electronics,5696,5026.607855,669.3921449
2024-11-18 00:00:00,,Printer,,2,334,Office,668,585.3978864,82.60211363
2024-05-07 00:00:00,South,Laptop,Charlie,4,599,Electronics,2396,2073.099672,322.9003275
2024-01-18 00:00:00,North,Printer,David,7,388,Office,2716,1709.446116,1006.553884
2024-10-07 00:00:00,North,Printer,Grace,2,609,Office,1218,962.5722738,255.4277262
2024-08-10 00:00:00,North,Monitor,Alice,6,1675,Office,10050,8466.418426,1583.581574
2024-02-23 00:00:00,South,Camera,Charlie,17,1923,Electronics,32691,27809.33165,4881.668347
2024-02-27 00:00:00,North,Mobile,Hannah,7,808,Electronics,5656,4374.192839,1281.807161
2024-11-18 00:00:00,South,Mobile,Bob,5,884,Electronics,4420,2675.199096,1744.800904
2024-12-25 00:00:00,West,Headphones,Hannah,5,993,Accessories,4965,4429.345367,535.654633
2024-06-22 00:00:00,East,Monitor,Grace,16,875,Office,14000,10383.22615,3616.773848
2024-10-06 00:00:00,East,Camera,Grace,19,1692,Electronics,32148,23084.79625,9063.203748
2024-04-23 00:00:00,North,Headphones,David,9,,Accessories,,,
2024-10-14 00:00:00,South,,Charlie,5,1733,Accessories,8665,6301.580213,2363.419787
2024-12-07 00:00:00,East,Monitor,Alice,8,236,Office,1888,1269.971159,618.0288412
2024-05-30 00:00:00,South,Mobile,Hannah,9,475,Electronics,4275,2984.805375,1290.194625
2024-05-06 00:00:00,South,Camera,Frank,5,186,Electronics,930,832.9147731,97.08522687
2024-06-03 00:00:00,North,Mobile,Hannah,10,1542,Electronics,15420,10955.14517,4464.854831
2024-09-29 00:00:00,East,Headphones,Eva,2,1877,Accessories,3754,2845.597714,908.4022864
2024-04-13 00:00:00,North,Camera,Eva,9,1322,Electronics,11898,10166.70155,1731.298447
2024-10-25 00:00:00,North,Headphones,Alice,11,1586,Accessories,17446,13228.05168,4217.948322
2024-09-02 00:00:00,East,Smartwatch,Alice,4,536,Accessories,2144,1495.088441,648.9115592
2024-06-24 00:00:00,East,Monitor,Eva,2,1433,Office,2866,2169.92109,696.07891
2024-02-08 00:00:00,West,Printer,Frank,6,1719,Office,10314,6541.405862,3772.594138
2024-06-18 00:00:00,West,Camera,Charlie,14,1877,Electronics,26278,16791.69683,9486.303169
2024-09-03 00:00:00,South,Camera,Eva,1,1404,Electronics,1404,1134.758093,269.2419074
2024-01-26 00:00:00,East,Printer,Alice,18,1446,Office,26028,22780.6998,3247.300204
2024-12-20 00:00:00,West,Headphones,David,7,863,Accessories,6041,4939.746481,1101.253519
2024-11-01 00:00:00,South,Smartwatch,Bob,1,801,Accessories,801,498.5295617,302.4704383
2024-01-13 00:00:00,South,Tablet,Frank,1,1041,Electronics,1041,750.4242993,290.5757007
2024-11-11 00:00:00,South,Printer,Grace,1,251,Office,251,150.7922852,100.2077148
2024-11-08 00:00:00,West,Monitor,Frank,4,1425,Office,5700,4294.163531,1405.836469
2024-02-05 00:00:00,East,Mobile,David,4,1401,Electronics,5604,3687.21538,1916.78462
2024-06-21 00:00:00,North,SMARTWATCH,David,18,1774,Accessories,31932,27475.69764,4456.302364
2024-01-20 00:00:00,South,Printer,Grace,11,1811,Office,19921,12576.13758,7344.862424
2024-11-16 00:00:00,West,Printer,Hannah,1,1131,Office,1131,679.0863522,451.9136478
2024-09-20 00:00:00,West,Camera,Alice,10,906,Electronics,9060,6662.214945,2397.785055
2024-05-21 00:00:00,,,Eva,9,334,Electronics,3006,1943.769753,1062.230247
2024-05-22 00:00:00,North,Mobile,Hannah,4,774,Electronics,3096,2543.041752,552.9582481
2024-04-01 00:00:00,West,Monitor,Charlie,6,660,Office,3960,3468.882461,491.1175386
2024-12-19 00:00:00,East,Mobile,,16,1425,Electronics,22800,13966.85602,8833.143982
2024-11-17 00:00:00,North,Printer,Grace,2,137,Office,274,196.9168496,77.0831504
2024-10-14 00:00:00,West,Tablet,Frank,18,1259,Electronics,22662,20374.1463,2287.853704
2024-08-02 00:00:00,North,Laptop,Hannah,10,921,Electronics,9210,7550.372653,1659.627347
2024-12-07 00:00:00,East,Headphones,David,17,520,Accessories,8840,7831.853631,1008.146369
2024-02-20 00:00:00,South,Laptop,Eva,13,1342,Electronics,17446,11326.3791,6119.620902
2024-06-01 00:00:00,North,Printer,Frank,18,447,Office,8046,5361.939429,2684.060571
2024-07-04 00:00:00,,Laptop,Charlie,13,1931,Electronics,25103,16227.66797,8875.332028
2024-03-03 00:00:00,West,Printer,David,17,1669,Office,28373,19597.53498,8775.465021
2024-07-08 00:00:00,North,Laptop,Charlie,5,1987,Electronics,9935,8120.026716,1814.973284
2024-05-04 00:00:00,North,Mobile,Eva,11,1202,Electronics,13222,8587.477425,4634.522575
2024-05-29 00:00:00,West,Smartwatch,Frank,7,847,Accessories,5929,4489.855083,1439.144917
2024-11-09 00:00:00,South,Mobile,Bob,10,372,Electronics,3720,2532.43827,1187.56173
2024-02-27 00:00:00,West,Mobile,Hannah,17,1284,Electronics,21828,18526.70564,3301.29436
2024-12-07 00:00:00,North,Monitor,Frank,15,,Office,,,
2024-10-31 00:00:00,West,Camera,Hannah,18,407,Electronics,7326,4885.962056,2440.037944
2024-06-28 00:00:00,East,Camera,Eva,19,1497,Electronics,28443,22230.25886,6212.74114
2024-06-18 00:00:00,West,Laptop,Frank,2,1075,Electronics,2150,1352.378274,797.6217262
2024-11-21 00:00:00,North,Printer,Hannah,4,832,Office,3328,2462.366116,865.6338836
2024-09-27 00:00:00,West,Monitor,Grace,3,1132,Office,3396,2482.007994,913.9920063
2024-02-23 00:00:00,South,Mobile,Hannah,7,1924,Electronics,13468,11525.33396,1942.666043
2024-04-10 00:00:00,West,Monitor,Frank,18,543,Office,9774,7698.18965,2075.81035
2024-09-20 00:00:00,South,Laptop,Alice,10,1236,Electronics,12360,9788.015246,2571.984754
2024-02-22 00:00:00,East,Camera,Frank,7,1328,Electronics,9296,8232.00104,1063.99896
2024-02-29 00:00:00,South,Smartwatch,Frank,8,504,Accessories,4032,3607.46311,424.53689
2024-04-17 00:00:00,West,Headphones,Hannah,6,1821,Accessories,10926,8697.297253,2228.702747
2024-01-05 00:00:00,North,Laptop,Charlie,1,952,Electronics,952,720.2836142,231.7163858
2024-04-12 00:00:00,South,Monitor,Bob,4,1320,Office,5280,4130.945373,1149.054627
2024-07-14 00:00:00,East,Smartwatch,Charlie,14,877,Accessories,12278,8775.493143,3502.506857
2024-09-18 00:00:00,South,Headphones,Hannah,17,1897,Accessories,32249,28902.74653,3346.253468
2024-12-30 00:00:00,South,Tablet,Charlie,18,1883,Electronics,33894,27505.19717,6388.802829
2024-12-15 00:00:00,South,Laptop,David,11,214,Electronics,2354,1617.908998,736.0910018
2024-02-16 00:00:00,East,Laptop,Alice,14,1244,Electronics,17416,10751.41736,6664.582641
2024-12-20 00:00:00,West,Tablet,Charlie,9,1776,Electronics,15984,9804.850595,6179.149405
2024-11-06 00:00:00,South,Tablet,Grace,15,164,Electronics,2460,1627.22578,832.7742204
2024-11-03 00:00:00,South,Laptop,Eva,12,1399,Electronics,16788,11245.84331,5542.156694
2024-05-23 00:00:00,North,Tablet,Grace,10,924,Electronics,9240,6694.506109,2545.493891
2024-09-25 00:00:00,East,Mobile,Eva,19,338,Electronics,6422,4267.122326,2154.877674
2024-05-03 00:00:00,South,Headphones,,19,401,Accessories,7619,6013.471972,1605.528028
2024-04-15 00:00:00,East,Headphones,David,6,,Accessories,,,
2024-06-06 00:00:00,South,Headphones,Alice,6,1645,Accessories,9870,6478.302432,3391.697568
2024-05-26 00:00:00,West,Mobile,Grace,8,1068,Electronics,8544,6334.27466,2209.72534
2024-05-24 00:00:00,West,Printer,Alice,1,468,Office,468,405.5690713,62.43092865
2024-04-29 00:00:00,South,Tablet,Grace,17,332,Electronics,5644,4179.334851,1464.665149
2024-11-14 00:00:00,West,Smartwatch,Frank,17,294,Accessories,4998,3619.324808,1378.675192
2024-10-01 00:00:00,South,Tablet,Eva,15,1006,Electronics,15090,11671.03565,3418.964354
2024-04-01 00:00:00,West,Laptop,Bob,7,1135,Electronics,7945,5380.068803,2564.931197
2024-02-27 00:00:00,North,Camera,David,19,1020,Electronics,19380,13682.88013,5697.119872
2024-12-11 00:00:00,North,Monitor,Grace,3,788,Office,2364,1570.051963,793.9480367
2024-08-16 00:00:00,North,Monitor,Grace,11,,Office,,,
2024-04-26 00:00:00,East,Headphones,Frank,19,316,Accessories,6004,4858.534476,1145.465524
2024-11-13 00:00:00,East,Tablet,David,,1134,Electronics,,,
2024-10-05 00:00:00,North,Smartwatch,Eva,10,1569,Accessories,15690,10613.42747,5076.572531
2024-05-06 00:00:00,East,Laptop,Eva,2,729,Electronics,1458,1215.818125,242.1818748
2024-05-08 00:00:00,West,Mobile,Grace,,263,Electronics,,,
2024-02-27 00:00:00,South,Printer,Bob,16,1674,Office,26784,17278.18338,9505.816623
2024-05-01 00:00:00,South,Mobile,Bob,18,152,Electronics,2736,1928.723021,807.2769791
2024-01-01 00:00:00,,Smartwatch,Alice,,317,Accessories,,,
2024-08-26 00:00:00,North,Laptop,David,6,1841,Electronics,11046,7098.165627,3947.834373
2024-10-16 00:00:00,East,Headphones,David,14,1098,Accessories,15372,12211.91853,3160.081474
2024-04-05 00:00:00,West,Tablet,Eva,15,923,Electronics,13845,11891.75292,1953.247078
2024-05-05 00:00:00,West,Laptop,Alice,14,1483,Electronics,20762,14283.05498,6478.945018
2024-04-27 00:00:00,North,Monitor,Frank,3,484,Office,1452,1067.310002,384.689998
2024-02-17 00:00:00,West,Printer,David,19,155,Office,2945,1968.712261,976.287739
2024-03-29 00:00:00,West,Mobile,Alice,12,217,Electronics,2604,1844.617663,759.3823373
2024-08-24 00:00:00,West,Printer,Alice,2,999,Office,1998,1211.96916,786.0308399
2024-09-28 00:00:00,West,Printer,Grace,3,1376,Office,4128,3657.94802,470.0519797
2024-07-07 00:00:00,East,Smartwatch,Eva,18,897,Accessories,16146,11702.08901,4443.910985
2024-07-10 00:00:00,West,Smartwatch,Alice,1,879,Accessories,879,735.425048,143.574952
2024-03-09 00:00:00,South,Tablet,Hannah,6,1115,Electronics,6690,4300.285379,2389.714621
2024-10-04 00:00:00,North,Smartwatch,Bob,,902,Accessories,,,
2024-12-14 00:00:00,East,Smartwatch,Hannah,1,944,Accessories,944,809.9937185,134.0062815
2024-09-03 00:00:00,West,Laptop,Bob,19,1303,Electronics,24757,20168.12018,4588.879818
2024-03-16 00:00:00,East,Monitor,Charlie,1,1538,Office,1538,1339.540321,198.4596789
2024-06-02 00:00:00,West,Headphones,Eva,16,1993,Accessories,31888,20732.27462,11155.72538
2024-05-23 00:00:00,South,Tablet,Grace,12,1358,Electronics,16296,12107.02436,4188.975635
2024-03-26 00:00:00,North,Laptop,Frank,8,954,Electronics,7632,5999.002785,1632.997215
2024-07-03 00:00:00,West,Headphones,Hannah,16,,Accessories,,,
2024-10-11 00:00:00,West,,Hannah,1,1943,Office,1943,1667.700761,275.2992393
2024-08-07 00:00:00,West,Laptop,Charlie,4,1203,Electronics,4812,3198.572059,1613.427941
2024-03-09 00:00:00,West,Camera,Bob,10,1770,Electronics,17700,11552.66875,6147.331249
2024-02-16 00:00:00,North,Laptop,Grace,11,121,Electronics,1331,899.7740729,431.2259271
2024-04-03 00:00:00,North,Smartwatch,Charlie,17,1600,Accessories,27200,23595.0484,3604.951597
2024-08-25 00:00:00,South,Headphones,Eva,7,942,Accessories,6594,5817.939775,776.0602251
2024-07-22 00:00:00,North,Tablet,Grace,12,1563,Electronics,18756,14458.79467,4297.205329
2024-08-05 00:00:00,West,Tablet,Eva,7,1860,Electronics,13020,9770.358776,3249.641224
2024-12-06 00:00:00,South,Headphones,Alice,12,1693,Accessories,20316,15879.3042,4436.695796
2024-02-08 00:00:00,South,Smartwatch,David,15,1216,Accessories,18240,14316.43546,3923.56454
2024-04-09 00:00:00,South,Mobile,Alice,2,291,Electronics,582,378.9352015,203.0647985
2024-10-15 00:00:00,West,Laptop,Eva,14,1118,Electronics,15652,12614.31094,3037.689064
2024-09-10 00:00:00,East,Smartwatch,Hannah,13,1226,Accessories,15938,11725.67156,4212.328439
2024-08-09 00:00:00,West,Camera,,4,495,Electronics,1980,1495.324884,484.6751164
2024-12-22 00:00:00,North,Monitor,Bob,14,1130,Office,15820,9635.882604,6184.117396
2024-01-23 00:00:00,North,Printer,Frank,14,739,Office,10346,8580.630876,1765.369124
2024-09-06 00:00:00,West,,Bob,16,1118,Accessories,17888,15216.04061,2671.959389
2024-01-10 00:00:00,West,Monitor,Grace,7,666,Office,4662,3663.522985,998.4770147
2024-09-02 00:00:00,South,Laptop,Alice,19,330,Electronics,6270,5170.349158,1099.650842
2024-11-20 00:00:00,West,Tablet,Frank,2,973,Electronics,1946,1472.755765,473.2442353
2024-04-09 00:00:00,South,Printer,,10,673,Office,6730,5286.455472,1443.544528
2024-10-16 00:00:00,North,Monitor,Eva,18,339,Office,6102,4383.502951,1718.497049
2024-06-28 00:00:00,South,,Hannah,17,189,Electronics,3213,2691.087604,521.9123959
2024-08-10 00:00:00,West,Monitor,Bob,5,331,Office,1655,1225.496517,429.5034831
2024-09-06 00:00:00,North,Camera,Eva,12,556,Electronics,6672,5364.714149,1307.285851
2024-05-26 00:00:00,East,Tablet,Frank,6,332,Electronics,1992,1566.566197,425.4338033
2024-04-05 00:00:00,South,Headphones,Frank,9,453,Accessories,4077,3305.200887,771.7991126
2024-09-13 00:00:00,North,Laptop,Bob,1,1104,Electronics,1104,922.4634978,181.5365022
2024-11-20 00:00:00,South,Headphones,Eva,15,1456,Accessories,21840,16463.29873,5376.701269
2024-01-04 00:00:00,North,Printer,Charlie,6,538,Office,3228,2724.173065,503.8269347
2024-01-16 00:00:00,North,Laptop,Eva,19,1498,Electronics,28462,21323.08065,7138.919354
2024-10-06 00:00:00,South,Smartwatch,Frank,18,,Accessories,,,
2024-12-01 00:00:00,East,Mobile,,6,444,Electronics,2664,2199.935261,464.0647385
2024-09-03 00:00:00,North,Smartwatch,Hannah,13,763,Accessories,9919,6460.666207,3458.333793
2024-09-14 00:00:00,North,Smartwatch,Grace,1,1551,Accessories,1551,1316.605655,234.3943455
2024-06-08 00:00:00,North,Headphones,Alice,13,756,Accessories,9828,7523.101059,2304.898941
2024-12-05 00:00:00,East,Printer,Hannah,7,229,Office,1603,1435.227275,167.7727253
2024-05-31 00:00:00,East,Mobile,Charlie,15,240,Electronics,3600,2936.324567,663.6754328
2024-06-26 00:00:00,West,Monitor,David,12,514,Office,6168,3856.956637,2311.043363
2024-06-11 00:00:00,South,Laptop,Grace,1,1216,Electronics,1216,873.681564,342.318436
2024-02-02 00:00:00,East,Laptop,Alice,15,725,Electronics,10875,8212.611001,2662.388999
2024-06-27 00:00:00,South,Camera,David,4,383,Electronics,1532,1304.810652,227.189348
2024-04-10 00:00:00,West,Tablet,Bob,13,1778,Electronics,23114,18925.8278,4188.172196
2024-09-24 00:00:00,South,Camera,,5,322,Electronics,1610,1144.400914,465.5990859
2024-11-18 00:00:00,East,Monitor,Grace,2,843,Office,1686,1342.106253,343.8937467
2024-03-05 00:00:00,South,Camera,Eva,1,562,Electronics,562,434.4671791,127.5328209
2024-06-16 00:00:00,East,Laptop,Grace,16,1668,Electronics,26688,17022.02761,9665.972392
2024-11-25 00:00:00,South,Headphones,Hannah,6,1399,Accessories,8394,5627.821161,2766.178839
2024-02-12 00:00:00,East,Smartwatch,David,16,1805,Accessories,28880,20283.48372,8596.516283
2024-02-13 00:00:00,East,Printer,Frank,14,1263,Office,17682,11646.16128,6035.838723
2024-10-11 00:00:00,South,Smartwatch,Alice,3,456,Accessories,1368,882.4149303,485.5850697
2024-01-12 00:00:00,West,Smartwatch,Alice,15,1836,Accessories,27540,17004.82998,10535.17002
2024-04-04 00:00:00,North,Mobile,David,3,1146,Electronics,3438,2963.317986,474.6820138
2024-10-28 00:00:00,West,Laptop,Alice,2,1859,Electronics,3718,2553.087488,1164.912512
2024-09-09 00:00:00,South,Monitor,Frank,1,1393,Office,1393,957.1249804,435.8750196
2024-08-29 00:00:00,West,Monitor,Grace,9,958,Office,8622,5706.6297,2915.3703
2024-02-04 00:00:00,East,Printer,Alice,9,764,Office,6876,5106.249699,1769.750301
2024-08-02 00:00:00,North,Headphones,David,,1456,Accessories,,,
2024-12-02 00:00:00,South,Mobile,Charlie,3,1114,Electronics,3342,2214.02289,1127.97711
2024-03-30 00:00:00,South,Tablet,Charlie,18,184,Electronics,3312,2591.875488,720.1245123
2024-09-20 00:00:00,South,Headphones,Bob,11,720,Accessories,7920,6469.847904,1450.152096
2024-04-02 00:00:00,North,Camera,Hannah,7,1154,Electronics,8078,5752.764064,2325.235936
2024-03-30 00:00:00,East,Headphones,Alice,9,1864,Accessories,16776,13012.0613,3763.9387
2024-04-24 00:00:00,South,Headphones,Hannah,1,339,Accessories,339,254.4841038,84.51589624
2024-04-14 00:00:00,West,Smartwatch,Grace,14,462,Accessories,6468,4260.242112,2207.757888
2024-07-14 00:00:00,South,Headphones,David,6,921,Accessories,5526,4525.812217,1000.187783
2024-11-09 00:00:00,South,Monitor,Alice,7,1512,Office,10584,8895.173654,1688.826346
2024-04-23 00:00:00,South,Camera,Eva,10,1776,Electronics,17760,14112.76972,3647.23028
2024-03-15 00:00:00,,Camera,Frank,7,767,Electronics,5369,3743.099332,1625.900668
2024-08-04 00:00:00,East,Laptop,Alice,2,1422,Electronics,2844,2497.139356,346.8606438
2024-10-03 00:00:00,West,Headphones,Alice,4,1980,Accessories,7920,5833.93153,2086.06847
2024-09-05 00:00:00,East,Smartwatch,Hannah,,1494,Accessories,,,
2024-06-12 00:00:00,West,Headphones,Hannah,1,198,Accessories,198,143.0491365,54.95086352
2024-12-22 00:00:00,South,Tablet,Charlie,10,146,Electronics,1460,1179.12889,280.8711097
2024-07-10 00:00:00,North,Tablet,Frank,19,938,Electronics,17822,15216.05889,2605.941115
2024-08-14 00:00:00,East,Smartwatch,David,15,521,Accessories,7815,5524.991258,2290.008742
2024-06-25 00:00:00,North,Laptop,Alice,10,1603,Electronics,16030,10736.69096,5293.309039
2024-04-08 00:00:00,East,Laptop,Charlie,19,1702,Electronics,32338,25480.66047,6857.339531
2024-02-05 00:00:00,South,Camera,Hannah,12,161,Electronics,1932,1693.136272,238.863728
2024-04-05 00:00:00,East,Camera,Bob,16,1232,Electronics,19712,12911.12363,6800.876365
2024-05-31 00:00:00,South,Mobile,Frank,9,1802,Electronics,16218,13637.8105,2580.189497
2024-05-30 00:00:00,East,Smartwatch,Charlie,15,1672,Accessories,25080,18633.99243,6446.007566
2024-07-08 00:00:00,South,Headphones,Charlie,17,1242,Accessories,21114,17732.6721,3381.327897
2024-08-11 00:00:00,South,Printer,Grace,14,1109,Office,15526,11670.30957,3855.690433
2024-02-06 00:00:00,West,Smartwatch,Charlie,18,697,Accessories,12546,8947.786277,3598.213723
2024-09-24 00:00:00,South,Mobile,Grace,,1505,Electronics,,,
2024-07-01 00:00:00,West,Camera,Alice,4,491,Electronics,1964,1709.049602,254.950398
2024-01-13 00:00:00,South,Smartwatch,Alice,18,1076,Accessories,19368,13481.59065,5886.409346
2024-10-05 00:00:00,North,Smartwatch,Hannah,7,1175,Accessories,8225,6071.896023,2153.103977
2024-08-04 00:00:00,South,Camera,Bob,13,702,Electronics,9126,6103.653036,3022.346964
2024-12-20 00:00:00,North,Monitor,Eva,15,1412,Office,21180,13873.38373,7306.616268
2024-12-26 00:00:00,North,Mobile,Eva,1,436,Electronics,436,363.3480306,72.65196938
2024-10-12 00:00:00,South,Camera,Eva,11,909,Electronics,9999,6601.332151,3397.667849
2024-09-29 00:00:00,North,Laptop,Hannah,10,1327,Electronics,13270,11120.19964,2149.80036
2024-03-02 00:00:00,West,Headphones,Grace,5,1361,Accessories,6805,4959.246611,1845.753389
2024-03-24 00:00:00,East,Camera,Hannah,16,1505,Electronics,24080,21636.23198,2443.768022
2024-08-04 00:00:00,South,Mobile,Frank,11,1790,Electronics,19690,12979.69576,6710.304243
2024-12-07 00:00:00,North,Tablet,Frank,6,851,Electronics,5106,3206.023689,1899.976311
2024-07-05 00:00:00,South,Laptop,Bob,9,1259,Electronics,11331,7055.019634,4275.980366
2024-01-19 00:00:00,West,Tablet,Frank,13,1530,Electronics,19890,16918.93923,2971.060766
2024-06-25 00:00:00,South,Printer,Eva,8,1631,Office,13048,9542.431592,3505.568408
2024-04-09 00:00:00,South,Camera,Eva,14,1485,Electronics,20790,12493.48657,8296.513431
2024-08-20 00:00:00,North,Laptop,Hannah,1,1504,Electronics,1504,1297.096839,206.9031612
2024-03-16 00:00:00,,Headphones,Charlie,17,980,Accessories,16660,14378.85119,2281.148807
2024-09-21 00:00:00,East,,Frank,5,1699,Electronics,8495,7152.152894,1342.847106
2024-10-10 00:00:00,East,Headphones,Hannah,2,734,Accessories,1468,990.1594599,477.8405401
2024-07-24 00:00:00,North,Monitor,Alice,9,353,Office,3177,2261.470617,915.5293825
2024-08-10 00:00:00,South,Smartwatch,Alice,4,1600,Accessories,6400,5270.258352,1129.741648
2024-02-21 00:00:00,North,Tablet,Charlie,17,1237,Electronics,21029,15704.58206,5324.417938
2024-12-04 00:00:00,North,Laptop,Charlie,17,119,Electronics,2023,1307.157349,715.8426506
2024-05-23 00:00:00,North,Headphones,Charlie,18,627,Accessories,11286,7593.666364,3692.333636
2024-03-09 00:00:00,South,Mobile,Hannah,16,1268,Electronics,20288,18092.36896,2195.631044
2024-04-08 00:00:00,West,Headphones,Alice,8,1331,Accessories,10648,6871.196302,3776.803698
2024-01-25 00:00:00,North,Mobile,Eva,11,1654,Electronics,18194,14879.49399,3314.506014
2024-02-22 00:00:00,South,Camera,Charlie,18,475,Electronics,8550,6356.116957,2193.883043
2024-05-30 00:00:00,West,Laptop,Bob,10,1627,Electronics,16270,13415.9247,2854.0753
2024-05-23 00:00:00,North,Headphones,Grace,13,265,Accessories,3445,2750.260535,694.7394653
2024-02-26 00:00:00,East,Printer,Hannah,17,1673,Office,28441,20811.70622,7629.29378
2024-02-08 00:00:00,West,Headphones,Charlie,18,1304,Accessories,23472,16575.29846,6896.701537
2024-04-18 00:00:00,North,Monitor,Grace,,960,Office,,,
2024-06-29 00:00:00,West,Printer,David,16,716,Office,11456,7984.171698,3471.828302
