Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Year,Month
2024-11-18,East,Monitor,Grace,2.0,843.0,Office,1686.0,1342.106253,343.8937470000001,2024,November
2024-03-05,South,Camera,Eva,1.0,562.0,Electronics,562.0,434.4671791,127.53282089999999,2024,March
2024-06-16,East,Laptop,Grace,16.0,1668.0,Electronics,26688.0,17022.02761,9665.972389999999,2024,June
2024-11-25,South,Headphones,Hannah,6.0,1399.0,Accessories,8394.0,5627.821161,2766.178839,2024,November
2024-02-12,East,Smartwatch,David,16.0,1805.0,Accessories,28880.0,20283.48372,8596.51628,2024,February
2024-02-13,East,Printer,Frank,14.0,1263.0,Office,17682.0,11646.16128,6035.83872,2024,February
2024-10-11,South,Smartwatch,Alice,3.0,456.0,Accessories,1368.0,882.4149303,485.58506969999996,2024,October
2024-01-12,West,Smartwatch,Alice,15.0,1836.0,Accessories,27540.0,17004.82998,10535.170020000001,2024,January
2024-04-04,North,Mobile,David,3.0,1146.0,Electronics,3438.0,2963.317986,474.682014,2024,April
2024-10-28,West,Laptop,Alice,2.0,1859.0,Electronics,3718.0,2553.087488,1164.9125119999999,2024,October
2024-09-09,South,Monitor,Frank,1.0,1393.0,Office,1393.0,957.1249804,435.8750196,2024,September
2024-08-29,West,Monitor,Grace,9.0,958.0,Office,8622.0,5706.6297,2915.3702999999996,2024,August
2024-02-04,East,Printer,Alice,9.0,764.0,Office,6876.0,5106.249699,1769.750301,2024,February
2024-12-02,South,Mobile,Charlie,3.0,1114.0,Electronics,3342.0,2214.02289,1127.9771099999998,2024,December
2024-03-30,South,Tablet,Charlie,18.0,184.0,Electronics,3312.0,2591.875488,720.1245119999999,2024,March
2024-09-20,South,Headphones,Bob,11.0,720.0,Accessories,7920.0,6469.847904,1450.1520959999998,2024,September
2024-04-02,North,Camera,Hannah,7.0,1154.0,Electronics,8078.0,5752.764064,2325.235936,2024,April
2024-03-30,East,Headphones,Alice,9.0,1864.0,Accessories,16776.0,13012.0613,3763.9387000000006,2024,March
2024-04-24,South,Headphones,Hannah,1.0,339.0,Accessories,339.0,254.4841038,84.51589619999999,2024,April
2024-04-14,West,Smartwatch,Grace,14.0,462.0,Accessories,6468.0,4260.242112,2207.757888,2024,April
2024-07-14,South,Headphones,David,6.0,921.0,Accessories,5526.0,4525.812217,1000.1877830000003,2024,July
2024-11-09,South,Monitor,Alice,7.0,1512.0,Office,10584.0,8895.173654,1688.8263459999998,2024,November
2024-04-23,South,Camera,Eva,10.0,1776.0,Electronics,17760.0,14112.76972,3647.2302799999998,2024,April
2024-08-04,East,Laptop,Alice,2.0,1422.0,Electronics,2844.0,2497.139356,346.86064399999987,2024,August
2024-10-03,West,Headphones,Alice,4.0,1980.0,Accessories,7920.0,5833.93153,2086.06847,2024,October
2024-06-12,West,Headphones,Hannah,1.0,198.0,Accessories,198.0,143.0491365,54.9508635,2024,June
2024-12-22,South,Tablet,Charlie,10.0,146.0,Electronics,1460.0,1179.12889,280.87111000000004,2024,December
2024-07-10,North,Tablet,Frank,19.0,938.0,Electronics,17822.0,15216.05889,2605.9411099999998,2024,July
2024-08-14,East,Smartwatch,David,15.0,521.0,Accessories,7815.0,5524.991258,2290.008742,2024,August
2024-06-25,North,Laptop,Alice,10.0,1603.0,Electronics,16030.0,10736.69096,5293.30904,2024,June
2024-04-08,East,Laptop,Charlie,19.0,1702.0,Electronics,32338.0,25480.66047,6857.339530000001,2024,April
2024-02-05,South,Camera,Hannah,12.0,161.0,Electronics,1932.0,1693.136272,238.86372800000004,2024,February
2024-04-05,East,Camera,Bob,16.0,1232.0,Electronics,19712.0,12911.12363,6800.87637,2024,April
2024-05-31,South,Mobile,Frank,9.0,1802.0,Electronics,16218.0,13637.8105,2580.1895000000004,2024,May
2024-05-30,East,Smartwatch,Charlie,15.0,1672.0,Accessories,25080.0,18633.99243,6446.007570000002,2024,May
2024-07-08,South,Headphones,Charlie,17.0,1242.0,Accessories,21114.0,17732.6721,3381.3279,2024,July
2024-08-11,South,Printer,Grace,14.0,1109.0,Office,15526.0,11670.30957,3855.6904300000006,2024,August
2024-02-06,West,Smartwatch,Charlie,18.0,697.0,Accessories,12546.0,8947.786277,3598.2137230000008,2024,February
2024-07-01,West,Camera,Alice,4.0,491.0,Electronics,1964.0,1709.049602,254.95039799999995,2024,July
2024-01-13,South,Smartwatch,Alice,18.0,1076.0,Accessories,19368.0,13481.59065,5886.40935,2024,January
2024-10-05,North,Smartwatch,Hannah,7.0,1175.0,Accessories,8225.0,6071.896023,2153.1039769999998,2024,October
2024-08-04,South,Camera,Bob,13.0,702.0,Electronics,9126.0,6103.653036,3022.3469640000003,2024,August
2024-12-20,North,Monitor,Eva,15.0,1412.0,Office,21180.0,13873.38373,7306.61627,2024,December
2024-12-26,North,Mobile,Eva,1.0,436.0,Electronics,436.0,363.3480306,72.65196939999998,2024,December
2024-10-12,South,Camera,Eva,11.0,909.0,Electronics,9999.0,6601.332151,3397.6678490000004,2024,October
2024-09-29,North,Laptop,Hannah,10.0,1327.0,Electronics,13270.0,11120.19964,2149.8003599999993,2024,September
2024-03-02,West,Headphones,Grace,5.0,1361.0,Accessories,6805.0,4959.246611,1845.7533890000004,2024,March
2024-03-24,East,Camera,Hannah,16.0,1505.0,Electronics,24080.0,21636.23198,2443.7680199999995,2024,March
2024-08-04,South,Mobile,Frank,11.0,1790.0,Electronics,19690.0,12979.69576,6710.3042399999995,2024,August
2024-12-07,North,Tablet,Frank,6.0,851.0,Electronics,5106.0,3206.023689,1899.976311,2024,December
2024-07-05,South,Laptop,Bob,9.0,1259.0,Electronics,11331.0,7055.019634,4275.980366,2024,July
2024-01-19,West,Tablet,Frank,13.0,1530.0,Electronics,19890.0,16918.93923,2971.06077,2024,January
2024-06-25,South,Printer,Eva,8.0,1631.0,Office,13048.0,9542.431592,3505.568407999999,2024,June
2024-04-09,South,Camera,Eva,14.0,1485.0,Electronics,20790.0,12493.48657,8296.51343,2024,April
2024-08-20,North,Laptop,Hannah,1.0,1504.0,Electronics,1504.0,1297.096839,206.90316099999995,2024,August
2024-10-10,East,Headphones,Hannah,2.0,734.0,Accessories,1468.0,990.1594599,477.8405401,2024,October
2024-07-24,North,Monitor,Alice,9.0,353.0,Office,3177.0,2261.470617,915.529383,2024,July
2024-08-10,South,Smartwatch,Alice,4.0,1600.0,Accessories,6400.0,5270.258352,1129.7416480000002,2024,August
2024-02-21,North,Tablet,Charlie,17.0,1237.0,Electronics,21029.0,15704.58206,5324.417939999999,2024,February
2024-12-04,North,Laptop,Charlie,17.0,119.0,Electronics,2023.0,1307.157349,715.8426509999999,2024,December
2024-05-23,North,Headphones,Charlie,18.0,627.0,Accessories,11286.0,7593.666364,3692.3336360000003,2024,May
2024-03-09,South,Mobile,Hannah,16.0,1268.0,Electronics,20288.0,18092.36896,2195.63104,2024,March
2024-04-08,West,Headphones,Alice,8.0,1331.0,Accessories,10648.0,6871.196302,3776.8036979999997,2024,April
2024-01-25,North,Mobile,Eva,11.0,1654.0,Electronics,18194.0,14879.49399,3314.506009999999,2024,January
2024-02-22,South,Camera,Charlie,18.0,475.0,Electronics,8550.0,6356.116957,2193.883043,2024,February
2024-05-30,West,Laptop,Bob,10.0,1627.0,Electronics,16270.0,13415.9247,2854.0753000000004,2024,May
2024-05-23,North,Headphones,Grace,13.0,265.0,Accessories,3445.0,2750.260535,694.7394650000001,2024,May
2024-02-26,East,Printer,Hannah,17.0,1673.0,Office,28441.0,20811.70622,7629.29378,2024,February
2024-02-08,West,Headphones,Charlie,18.0,1304.0,Accessories,23472.0,16575.29846,6896.701539999998,2024,February
2024-06-29,West,Printer,David,16.0,716.0,Office,11456.0,7984.171698,3471.828302,2024,June
2024-02-11,West,Laptop,Charlie,5.0,711.0,Electronics,3555.0,2973.158284,581.8417159999999,2024,February
2024-07-04,West,Monitor,Alice,13.0,1725.0,Office,22425.0,18028.64423,4396.355769999998,2024,July
2024-05-01,West,Mobile,Charlie,17.0,1567.0,Electronics,26639.0,18930.74603,7708.253970000002,2024,May
2024-05-12,West,Headphones,Hannah,9.0,1455.0,Accessories,13095.0,8662.662114,4432.337885999999,2024,May
2024-06-11,North,Tablet,Frank,14.0,602.0,Electronics,8428.0,6853.025425,1574.9745750000002,2024,June
2024-08-02,East,Camera,David,17.0,1012.0,Electronics,17204.0,10793.87163,6410.12837,2024,August
2024-08-08,South,Smartwatch,Bob,4.0,178.0,Accessories,712.0,634.5078259,77.49217410000006,2024,August
2024-08-22,West,Mobile,Frank,18.0,684.0,Electronics,12312.0,11002.3033,1309.6967000000004,2024,August
2024-11-26,South,Tablet,Grace,15.0,787.0,Electronics,11805.0,7544.183394,4260.816606,2024,November
2024-05-25,North,Printer,Eva,11.0,495.0,Office,5445.0,3436.77835,2008.22165,2024,May
2024-08-26,West,Camera,Charlie,12.0,1731.0,Electronics,20772.0,15035.08556,5736.9144400000005,2024,August
2024-03-16,East,Laptop,David,9.0,1980.0,Electronics,17820.0,15843.85077,1976.149230000001,2024,March
2024-01-09,South,Mobile,David,13.0,1226.0,Electronics,15938.0,11476.84653,4461.153469999999,2024,January
2024-03-14,West,Smartwatch,Frank,15.0,501.0,Accessories,7515.0,5329.191853,2185.8081469999997,2024,March
2024-09-09,North,Camera,Bob,15.0,1074.0,Electronics,16110.0,13066.42659,3043.573410000001,2024,September
2024-08-17,East,Printer,Alice,5.0,323.0,Office,1615.0,1055.595284,559.404716,2024,August
2024-06-22,South,Monitor,David,14.0,733.0,Office,10262.0,7054.019104,3207.980896,2024,June
2024-05-20,West,Smartwatch,Bob,17.0,335.0,Accessories,5695.0,4444.721903,1250.2780970000003,2024,May
2024-06-16,East,Laptop,Eva,18.0,1550.0,Electronics,27900.0,18102.24166,9797.75834,2024,June
2024-06-18,East,Laptop,David,3.0,215.0,Electronics,645.0,493.173693,151.82630699999999,2024,June
2024-10-09,East,Printer,Bob,2.0,1286.0,Office,2572.0,2204.882949,367.1170510000002,2024,October
2024-05-01,East,Mobile,Hannah,1.0,325.0,Electronics,325.0,245.1316283,79.86837170000001,2024,May
2024-07-12,North,Printer,Alice,10.0,329.0,Office,3290.0,2648.611161,641.3888390000002,2024,July
2024-01-05,East,Headphones,Alice,19.0,281.0,Accessories,5339.0,3323.92475,2015.0752499999999,2024,January
2024-01-29,South,Laptop,David,17.0,1372.0,Electronics,23324.0,17136.18184,6187.818159999999,2024,January
2024-06-13,South,Camera,Grace,12.0,1441.0,Electronics,17292.0,10867.4678,6424.5322,2024,June
2024-12-04,North,Headphones,David,1.0,309.0,Accessories,309.0,240.9700973,68.02990270000001,2024,December
2024-05-15,South,Monitor,Frank,12.0,1779.0,Office,21348.0,14608.78461,6739.215389999999,2024,May
2024-12-30,South,Monitor,Charlie,17.0,1515.0,Office,25755.0,17672.55944,8082.440559999999,2024,December
2024-11-16,East,Tablet,Bob,3.0,1980.0,Electronics,5940.0,3700.798326,2239.201674,2024,November
2024-12-07,South,Smartwatch,David,11.0,195.0,Accessories,2145.0,1486.638064,658.361936,2024,December
2024-05-24,North,Headphones,Charlie,17.0,993.0,Accessories,16881.0,12694.56523,4186.43477,2024,May
2024-08-04,West,Printer,Hannah,8.0,855.0,Office,6840.0,4240.797711,2599.202289,2024,August
2024-10-27,East,Headphones,Hannah,4.0,1209.0,Accessories,4836.0,3846.736987,989.2630129999998,2024,October
2024-05-11,North,Printer,Charlie,7.0,514.0,Office,3598.0,2686.492496,911.5075040000002,2024,May
2024-10-18,East,Tablet,David,14.0,493.0,Electronics,6902.0,5252.921721,1649.0782790000003,2024,October
2024-03-10,East,Laptop,Alice,14.0,795.0,Electronics,11130.0,9458.708094,1671.2919060000004,2024,March
2024-09-08,North,Monitor,Bob,4.0,1756.0,Office,7024.0,4935.539566,2088.4604339999996,2024,September
2024-10-01,East,Tablet,Bob,16.0,943.0,Electronics,15088.0,9840.62495,5247.375050000001,2024,October
2024-12-29,North,Monitor,Hannah,1.0,1624.0,Office,1624.0,1243.241918,380.75808200000006,2024,December
2024-06-30,North,Laptop,Hannah,17.0,703.0,Electronics,11951.0,10558.78708,1392.21292,2024,June
2024-06-15,West,Printer,Alice,10.0,681.0,Office,6810.0,5144.007632,1665.9923680000002,2024,June
2024-03-31,South,Laptop,Grace,16.0,232.0,Electronics,3712.0,3153.617397,558.382603,2024,March
2024-07-20,South,Monitor,David,16.0,890.0,Office,14240.0,11778.04094,2461.959059999999,2024,July
2024-12-11,East,Monitor,Hannah,8.0,748.0,Office,5984.0,4520.907429,1463.0925710000001,2024,December
2024-01-19,East,Smartwatch,Hannah,7.0,1437.0,Accessories,10059.0,7989.526053,2069.4739470000004,2024,January
2024-02-08,West,Camera,Hannah,6.0,1822.0,Electronics,10932.0,7892.948332,3039.051668,2024,February
2024-05-05,West,Tablet,Bob,16.0,320.0,Electronics,5120.0,3887.045666,1232.954334,2024,May
2024-06-21,West,Headphones,David,16.0,1075.0,Accessories,17200.0,12937.5945,4262.405500000001,2024,June
2024-05-20,North,Monitor,Frank,7.0,1561.0,Office,10927.0,8880.734681,2046.265319,2024,May
2024-08-29,West,Tablet,David,9.0,1169.0,Electronics,10521.0,7606.624038,2914.375962,2024,August
2024-05-05,East,Laptop,Alice,11.0,1315.0,Electronics,14465.0,12101.60497,2363.3950299999997,2024,May
2024-02-27,West,Smartwatch,Grace,14.0,1643.0,Accessories,23002.0,18527.09663,4474.90337,2024,February
2024-05-27,North,Mobile,Hannah,7.0,1502.0,Electronics,10514.0,9305.279403,1208.7205969999995,2024,May
2024-11-12,North,Mobile,Hannah,1.0,887.0,Electronics,887.0,646.2813744,240.7186256,2024,November
2024-12-26,East,Headphones,David,13.0,790.0,Accessories,10270.0,6402.951629,3867.048371,2024,December
2024-01-01,West,Smartwatch,Grace,3.0,1457.0,Accessories,4371.0,2782.078977,1588.9210229999999,2024,January
2024-12-13,West,Printer,Hannah,4.0,138.0,Office,552.0,459.2617164,92.73828359999999,2024,December
2024-07-08,North,Headphones,Grace,11.0,1416.0,Accessories,15576.0,9662.216231,5913.783769,2024,July
2024-07-09,West,Printer,Frank,2.0,789.0,Office,1578.0,1376.564897,201.43510300000003,2024,July
2024-11-07,West,Headphones,Eva,14.0,261.0,Accessories,3654.0,2501.144852,1152.855148,2024,November
2024-04-26,West,Mobile,Alice,12.0,1454.0,Electronics,17448.0,15173.89245,2274.1075500000006,2024,April
2024-05-13,South,Headphones,Grace,17.0,1227.0,Accessories,20859.0,17355.77381,3503.226190000001,2024,May
2024-02-27,East,Mobile,Bob,12.0,260.0,Electronics,3120.0,2687.44417,432.5558299999998,2024,February
2024-02-13,South,Monitor,Charlie,12.0,1922.0,Office,23064.0,15319.38344,7744.61656,2024,February
2024-06-21,East,Laptop,Bob,1.0,1758.0,Electronics,1758.0,1368.96875,389.03125,2024,June
2024-06-08,North,Printer,Hannah,13.0,1177.0,Office,15301.0,9610.202193,5690.797807000001,2024,June
2024-06-21,West,Smartwatch,Frank,14.0,1157.0,Accessories,16198.0,10701.76316,5496.23684,2024,June
2024-11-12,East,Monitor,Frank,2.0,341.0,Office,682.0,472.6059957,209.3940043,2024,November
2024-10-29,South,Monitor,Bob,12.0,1066.0,Office,12792.0,10518.1424,2273.8575999999994,2024,October
2024-05-28,West,Headphones,Alice,16.0,989.0,Accessories,15824.0,9611.724102,6212.275898,2024,May
2024-03-20,North,Mobile,Bob,4.0,212.0,Electronics,848.0,738.5530368,109.44696320000003,2024,March
2024-07-31,East,Tablet,David,8.0,1113.0,Electronics,8904.0,5531.530346,3372.4696540000004,2024,July
2024-07-21,East,Printer,Hannah,2.0,417.0,Office,834.0,594.5978469,239.40215309999996,2024,July
2024-09-08,East,Monitor,Hannah,10.0,122.0,Office,1220.0,761.678804,458.321196,2024,September
2024-08-16,West,Headphones,Bob,9.0,1681.0,Accessories,15129.0,12567.51435,2561.4856500000005,2024,August
2024-06-12,South,Camera,Charlie,15.0,923.0,Electronics,13845.0,8893.951742,4951.048258000001,2024,June
2024-08-14,South,Laptop,Charlie,13.0,1770.0,Electronics,23010.0,19913.47695,3096.52305,2024,August
2024-05-26,East,Laptop,Hannah,17.0,1241.0,Electronics,21097.0,16014.02798,5082.972019999999,2024,May
2024-01-20,North,Tablet,Eva,16.0,800.0,Electronics,12800.0,11322.13563,1477.8643699999993,2024,January
2024-02-16,North,Mobile,Charlie,2.0,1766.0,Electronics,3532.0,2426.866423,1105.133577,2024,February
2024-08-20,South,Headphones,Bob,14.0,1118.0,Accessories,15652.0,11524.48692,4127.513080000001,2024,August
2024-10-31,North,Printer,Charlie,3.0,1335.0,Office,4005.0,3237.137725,767.862275,2024,October
2024-01-14,South,Mobile,Hannah,12.0,1541.0,Electronics,18492.0,15710.32229,2781.67771,2024,January
2024-05-22,East,Laptop,Alice,8.0,1236.0,Electronics,9888.0,7182.713665,2705.286335,2024,May
2024-01-01,South,Mobile,Grace,2.0,1167.0,Electronics,2334.0,2025.281263,308.7187369999999,2024,January
2024-09-15,East,Mobile,David,14.0,975.0,Electronics,13650.0,11092.06392,2557.9360799999995,2024,September
2024-01-12,South,Smartwatch,Eva,19.0,1908.0,Accessories,36252.0,22853.28419,13398.715810000002,2024,January
2024-08-11,East,Tablet,Bob,12.0,1517.0,Electronics,18204.0,15729.43357,2474.5664300000008,2024,August
2024-09-28,North,Smartwatch,Grace,14.0,1990.0,Accessories,27860.0,24911.3021,2948.697899999999,2024,September
2024-12-23,South,Smartwatch,Bob,6.0,951.0,Accessories,5706.0,4095.994795,1610.005205,2024,December
2024-06-04,East,Monitor,Grace,13.0,611.0,Office,7943.0,6878.041611,1064.9583890000004,2024,June
2024-01-08,South,Monitor,Grace,4.0,144.0,Office,576.0,433.6682831,142.3317169,2024,January
2024-05-01,West,Headphones,Bob,18.0,1231.0,Accessories,22158.0,18061.08576,4096.914239999998,2024,May
2024-12-13,East,Printer,David,12.0,318.0,Office,3816.0,2341.541204,1474.458796,2024,December
2024-06-12,North,Printer,David,19.0,542.0,Office,10298.0,7900.559606,2397.440394,2024,June
2024-03-30,North,Headphones,Grace,8.0,1953.0,Accessories,15624.0,9703.263027,5920.736972999999,2024,March
2024-05-15,North,Tablet,David,7.0,414.0,Electronics,2898.0,1972.336452,925.663548,2024,May
2024-07-04,North,Tablet,Grace,16.0,276.0,Electronics,4416.0,3400.515619,1015.4843810000002,2024,July
2024-11-11,South,Laptop,Hannah,19.0,327.0,Electronics,6213.0,5232.272544,980.7274559999996,2024,November
2024-06-26,South,Laptop,Grace,6.0,1826.0,Electronics,10956.0,8417.145228,2538.8547720000006,2024,June
2024-01-28,North,Printer,Hannah,-5.0,1795.0,Office,-8975.0,-7905.695724,-1069.3042759999998,2024,January
2024-12-22,North,Camera,Frank,16.0,969.0,Electronics,15504.0,10029.10417,5474.8958299999995,2024,December
2024-08-15,North,Camera,Bob,5.0,1502.0,Electronics,7510.0,6012.097668,1497.9023319999997,2024,August
2024-07-10,North,Headphones,Frank,11.0,588.0,Accessories,6468.0,5701.683064,766.3169360000002,2024,July
2024-05-24,West,Laptop,Charlie,15.0,801.0,Electronics,12015.0,10769.22185,1245.77815,2024,May
2024-07-19,West,Printer,Bob,3.0,786.0,Office,2358.0,1954.678086,403.3219140000001,2024,July
2024-08-07,East,Laptop,Alice,5.0,1095.0,Electronics,5475.0,4527.731415,947.2685849999998,2024,August
2024-08-27,North,Camera,David,9.0,456.0,Electronics,4104.0,2798.80868,1305.19132,2024,August
2024-02-15,West,Mobile,Alice,15.0,1780.0,Electronics,26700.0,18291.66025,8408.33975,2024,February
2024-02-04,East,Mobile,David,3.0,1867.0,Electronics,5601.0,4460.103206,1140.8967940000002,2024,February
2024-09-09,East,Laptop,Frank,6.0,971.0,Electronics,5826.0,5019.39422,806.6057799999999,2024,September
2024-03-22,North,Mobile,Eva,17.0,303.0,Electronics,5151.0,4589.246604,561.7533960000001,2024,March
2024-09-12,West,Smartwatch,Frank,8.0,1336.0,Accessories,10688.0,7507.255264,3180.7447359999996,2024,September
2024-07-15,West,Headphones,Eva,11.0,651.0,Accessories,7161.0,6007.836149,1153.1638510000002,2024,July
2024-10-29,East,Headphones,Alice,6.0,1910.0,Accessories,11460.0,9803.562909,1656.4370909999998,2024,October
2024-11-07,South,Tablet,Frank,10.0,693.0,Electronics,6930.0,4880.643523,2049.3564770000003,2024,November
2024-10-12,South,Monitor,Eva,3.0,280.0,Office,840.0,660.0103184,179.98968160000004,2024,October
2024-08-29,West,Camera,Grace,14.0,598.0,Electronics,8372.0,6491.101868,1880.8981320000003,2024,August
2024-09-07,South,Laptop,Bob,14.0,1443.0,Electronics,20202.0,15797.10848,4404.891519999999,2024,September
2024-12-30,West,Mobile,Bob,10.0,182.0,Electronics,1820.0,1430.116077,389.8839230000001,2024,December
2024-01-05,West,Camera,Frank,12.0,402.0,Electronics,4824.0,4120.262614,703.7373859999998,2024,January
2024-04-28,West,Tablet,David,6.0,361.0,Electronics,2166.0,1410.118967,755.8810329999999,2024,April
2024-10-15,South,Mobile,Grace,12.0,883.0,Electronics,10596.0,7525.154001,3070.845999,2024,October
2024-03-05,West,Printer,Frank,14.0,1323.0,Office,18522.0,14369.3772,4152.622799999999,2024,March
2024-05-25,East,Monitor,Alice,2.0,1363.0,Office,2726.0,1867.305425,858.694575,2024,May
2024-08-11,North,Smartwatch,Eva,9.0,1013.0,Accessories,9117.0,8145.546604,971.4533959999999,2024,August
2024-08-26,North,Mobile,Hannah,10.0,791.0,Electronics,7910.0,5370.455566,2539.5444340000004,2024,August
2024-06-25,West,Smartwatch,Alice,17.0,1043.0,Accessories,17731.0,13136.6969,4594.303099999999,2024,June
2024-09-23,North,Tablet,Bob,17.0,782.0,Electronics,13294.0,11475.50728,1818.4927200000002,2024,September
2024-12-06,South,Smartwatch,Eva,3.0,1418.0,Accessories,4254.0,2654.577246,1599.4227540000002,2024,December
2024-10-08,South,Camera,Frank,19.0,1635.0,Electronics,31065.0,26287.40184,4777.598160000001,2024,October
2024-03-03,North,Camera,Alice,1.0,788.0,Electronics,788.0,607.7863784,180.2136216,2024,March
2024-08-04,South,Camera,Charlie,12.0,495.0,Electronics,5940.0,3620.671237,2319.328763,2024,August
2024-12-07,North,Camera,Hannah,7.0,1872.0,Electronics,13104.0,11411.93116,1692.06884,2024,December
2024-11-10,North,Camera,David,4.0,1261.0,Electronics,5044.0,3085.712651,1958.2873490000002,2024,November
2024-10-09,North,Mobile,Grace,10.0,938.0,Electronics,9380.0,7077.822879,2302.1771209999997,2024,October
2024-06-25,West,Camera,Grace,13.0,977.0,Electronics,12701.0,7807.423758,4893.576242,2024,June
2024-04-14,West,Camera,Charlie,10.0,1252.0,Electronics,12520.0,10844.3394,1675.6605999999992,2024,April
2024-04-08,North,Smartwatch,Bob,4.0,148.0,Accessories,592.0,491.2106171,100.78938290000002,2024,April
2024-11-06,North,Printer,Eva,18.0,1799.0,Office,32382.0,21342.40472,11039.595280000001,2024,November
2024-01-06,North,Camera,David,5.0,888.0,Electronics,4440.0,3490.46334,949.5366600000002,2024,January
2024-07-15,South,Tablet,Charlie,19.0,392.0,Electronics,7448.0,6244.432028,1203.5679719999998,2024,July
2024-12-16,West,Camera,Frank,2.0,1751.0,Electronics,3502.0,3035.803928,466.1960720000002,2024,December
2024-05-12,West,Camera,Hannah,12.0,635.0,Electronics,7620.0,5642.549635,1977.4503649999997,2024,May
2024-09-15,North,Monitor,Hannah,10.0,636.0,Office,6360.0,4784.977939,1575.0220609999997,2024,September
2024-01-23,South,Headphones,Charlie,2.0,738.0,Accessories,1476.0,1190.347377,285.65262299999995,2024,January
2024-02-22,South,Smartwatch,Hannah,6.0,333.0,Accessories,1998.0,1785.630198,212.36980199999994,2024,February
2024-06-13,South,Tablet,Bob,8.0,-100.0,Electronics,-800.0,-536.6284294,-263.37157060000004,2024,June
2024-07-20,West,Headphones,Bob,19.0,704.0,Accessories,13376.0,8701.842177,4674.157823,2024,July
2024-03-23,West,Laptop,Alice,11.0,193.0,Electronics,2123.0,1491.63179,631.3682100000001,2024,March
2024-05-24,West,Laptop,David,12.0,426.0,Electronics,5112.0,3319.322341,1792.677659,2024,May
2024-03-25,North,Monitor,Alice,9.0,324.0,Office,2916.0,1998.185622,917.814378,2024,March
2024-03-18,West,Tablet,Hannah,2.0,1066.0,Electronics,2132.0,1754.413413,377.586587,2024,March
2024-12-31,East,Smartwatch,Grace,8.0,989.0,Accessories,7912.0,5880.651052,2031.3489479999998,2024,December
2024-01-01,East,Mobile,Charlie,11.0,1915.0,Electronics,21065.0,15009.07346,6055.92654,2024,January
2024-02-20,South,Tablet,Eva,4.0,110.0,Electronics,440.0,312.6715687,127.32843129999998,2024,February
2024-06-21,West,Printer,Hannah,10.0,1452.0,Office,14520.0,9559.372571,4960.627429,2024,June
2024-07-23,East,Headphones,Eva,16.0,1135.0,Accessories,18160.0,13333.4976,4826.502399999999,2024,July
2024-09-16,South,Headphones,Bob,8.0,134.0,Accessories,1072.0,844.0827957,227.91720429999998,2024,September
2024-10-14,West,Camera,Eva,4.0,546.0,Electronics,2184.0,1401.574248,782.4257520000001,2024,October
2024-02-03,North,Laptop,Eva,10.0,1575.0,Electronics,15750.0,14046.54077,1703.4592300000004,2024,February
2024-12-13,East,Monitor,Grace,12.0,1863.0,Office,22356.0,16386.59819,5969.401809999999,2024,December
2024-03-12,West,Tablet,Hannah,16.0,540.0,Electronics,8640.0,5533.035938,3106.964062,2024,March
2024-02-08,East,Headphones,Charlie,18.0,752.0,Accessories,13536.0,11237.11054,2298.8894600000003,2024,February
2024-06-02,West,Monitor,Eva,12.0,1658.0,Office,19896.0,15624.158,4271.842000000001,2024,June
2024-09-06,North,Monitor,Frank,18.0,694.0,Office,12492.0,10568.47229,1923.5277100000003,2024,September
2024-06-10,East,Monitor,Eva,7.0,328.0,Office,2296.0,1791.346953,504.653047,2024,June
2024-04-27,North,Tablet,Eva,7.0,443.0,Electronics,3101.0,2756.32692,344.67308,2024,April
2024-09-15,West,Mobile,Alice,9.0,1203.0,Electronics,10827.0,8532.53728,2294.4627199999995,2024,September
2024-11-01,West,Camera,Charlie,1.0,1476.0,Electronics,1476.0,1233.022707,242.97729299999992,2024,November
2024-09-24,North,Laptop,Hannah,6.0,1519.0,Electronics,9114.0,7867.884082,1246.1159180000004,2024,September
2024-02-23,East,Headphones,Bob,6.0,1413.0,Accessories,8478.0,6904.271601,1573.7283989999996,2024,February
2024-08-23,North,Tablet,Alice,12.0,1578.0,Electronics,18936.0,14339.6836,4596.3164,2024,August
2024-08-09,West,Smartwatch,Hannah,12.0,1966.0,Accessories,23592.0,16086.09016,7505.90984,2024,August
2024-09-07,South,Laptop,David,10.0,1794.0,Electronics,17940.0,15362.87925,2577.12075,2024,September
2024-11-08,West,Mobile,Charlie,6.0,1088.0,Electronics,6528.0,4857.96445,1670.0355499999996,2024,November
2024-04-21,North,Tablet,Frank,17.0,1251.0,Electronics,21267.0,16720.38055,4546.619449999998,2024,April
2024-09-11,East,Printer,Charlie,19.0,1825.0,Office,34675.0,21629.15406,13045.84594,2024,September
2024-10-29,East,Printer,David,18.0,1008.0,Office,18144.0,13593.58272,4550.41728,2024,October
2024-07-25,North,Camera,David,6.0,1666.0,Electronics,9996.0,8091.235143,1904.7648570000001,2024,July
2024-08-16,North,Camera,David,19.0,1482.0,Electronics,28158.0,21828.68905,6329.310949999999,2024,August
2024-12-06,East,Mobile,Grace,10.0,626.0,Electronics,6260.0,4598.38602,1661.61398,2024,December
2024-03-06,West,Mobile,Bob,8.0,1436.0,Electronics,11488.0,7662.819904,3825.180096,2024,March
2024-04-12,West,Headphones,Charlie,7.0,1669.0,Accessories,11683.0,9465.418313,2217.581687,2024,April
